Station_ID,City,Charger_Type,Vehicle_Type,Energy_Consumed_kWh,Grid_Load_kW,Station_Status,Date,year,month,day,day_of_year
EV11450,Hyderabad,Super Fast,Bike,157.11,419.2755768252721,Active,2025-12-26,2025,12,26,360
EV11451,Mumbai,DC Fast,Car,156.08,336.50188572870314,Inactive,2025-07-27,2025,7,27,208
EV11452,Delhi,Level 2,Bus,97.65,187.5969855515599,Inactive,2025-08-10,2025,8,10,222
EV11453,Mumbai,DC Fast,Bike,98.11,341.7534243111406,Inactive,2025-10-14,2025,10,14,287
EV11454,Trivandrum,DC Fast,Bike,91.93,328.3647550441171,Inactive,2025-06-12,2025,6,12,163
EV11455,Kochi,DC Fast,Car,180.39,466.8892524222581,Inactive,2025-12-31,2025,12,31,365
EV11456,Delhi,Level 2,Car,149.04,423.879889292168,Active,2025-03-13,2025,3,13,72
EV11457,Bangalore,Super Fast,Car,205.52,330.7745234005991,Active,2025-08-28,2025,8,28,240
EV11458,Hyderabad,Level 2,Bus,94.13,183.92341312834094,Active,2025-05-07,2025,5,7,127
EV11459,Bangalore,Super Fast,Bike,131.68,394.19669545340935,Inactive,2025-03-26,2025,3,26,85
EV11460,Trivandrum,DC Fast,Bike,93.92,296.0999806701445,Active,2025-01-15,2025,1,15,15
EV11461,Delhi,Fast,Bike,142.68,492.9295942884328,Active,2025-09-05,2025,9,5,248
EV11462,Delhi,DC Fast,Car,88.72,138.80294171350593,Active,2025-11-08,2025,11,8,312
EV11463,Delhi,Super Fast,Bike,30.26,58.23480364682574,Inactive,2025-10-10,2025,10,10,283
EV11464,Trivandrum,Level 2,Bus,50.69,53.54806970621489,Inactive,2025-01-02,2025,1,2,2
EV11465,Trivandrum,DC Fast,Car,178.03,327.21458640880655,Active,2025-03-15,2025,3,15,74
EV11466,Bangalore,Level 2,Car,151.06,470.84490987753145,Active,2025-03-05,2025,3,5,64
EV11467,Calicut,Level 2,Car,31.61,20.92731885992249,Active,2025-09-18,2025,9,18,261
EV11468,Bangalore,Level 2,Car,127.32,368.3701025397331,Active,2025-12-13,2025,12,13,347
EV11469,Hyderabad,DC Fast,Bus,247.04,335.3912876158138,Active,2025-11-20,2025,11,20,324
EV11470,Kochi,Level 2,Bike,81.46,371.5060122653436,Active,2025-08-27,2025,8,27,239
EV11471,Delhi,Level 2,Bus,95.71,190.59459524592108,Inactive,2025-12-03,2025,12,3,337
EV11472,Calicut,DC Fast,Bike,120.36,413.8382934357704,Active,2025-12-07,2025,12,7,341
EV11473,Kochi,Level 2,Bus,33.42,41.459327081053736,Active,2025-10-06,2025,10,6,279
EV11474,Calicut,DC Fast,Car,152.76,382.6069282985732,Inactive,2025-12-19,2025,12,19,353
EV11475,Mumbai,Super Fast,Car,116.61,148.1945318475621,Active,2025-07-20,2025,7,20,201
EV11476,Mumbai,Super Fast,Bus,230.39,248.88213193187434,Active,2025-10-20,2025,10,20,293
EV11477,Chennai,Super Fast,Bus,250.0,414.86541034746585,Active,2025-10-13,2025,10,13,286
EV11478,Mumbai,Level 2,Bike,29.71,150.25233689174576,Inactive,2025-08-09,2025,8,9,221
EV11479,Bangalore,Fast,Bus,90.72,108.89960558906887,Active,2025-06-11,2025,6,11,162
EV11480,Mumbai,Fast,Bus,245.61,347.0303289669844,Active,2025-07-02,2025,7,2,183
EV11481,Trivandrum,Level 2,Bike,59.64,276.0295479232662,Inactive,2025-09-22,2025,9,22,265
EV11482,Delhi,Fast,Bike,63.28,266.91385699816857,Inactive,2025-05-12,2025,5,12,132
EV11483,Bangalore,DC Fast,Bike,73.35,143.24936745819832,Active,2025-11-18,2025,11,18,322
EV11484,Kochi,Fast,Bus,51.68,36.74254679361327,Inactive,2025-04-30,2025,4,30,120
EV11485,Chennai,Level 2,Bike,46.06,216.92918639922408,Inactive,2025-08-07,2025,8,7,219
EV11486,Chennai,Level 2,Car,39.7,71.14855062452862,Inactive,2025-06-09,2025,6,9,160
EV11487,Chennai,DC Fast,Car,191.6,454.87479231161706,Inactive,2025-10-27,2025,10,27,300
EV11488,Kochi,Super Fast,Car,45.8,39.80015526643065,Active,2025-04-19,2025,4,19,109
EV11489,Kochi,Level 2,Bus,109.84,227.1924100085031,Active,2025-08-26,2025,8,26,238
EV11490,Kochi,DC Fast,Car,53.32,45.077880176397386,Active,2025-10-20,2025,10,20,293
EV11491,Kochi,Fast,Bus,42.05,65.86105979108783,Active,2025-03-08,2025,3,8,67
EV11492,Chennai,Fast,Bus,160.11,336.2560001225706,Inactive,2025-11-12,2025,11,12,316
EV11493,Chennai,DC Fast,Car,139.85,330.6134052675654,Inactive,2025-07-06,2025,7,6,187
EV11494,Calicut,DC Fast,Bike,42.53,35.86505354213109,Active,2025-02-05,2025,2,5,36
EV11495,Bangalore,Level 2,Bus,38.34,20.543108058017694,Active,2025-02-18,2025,2,18,49
EV11496,Delhi,Fast,Car,31.33,57.83267707653632,Active,2025-09-13,2025,9,13,256
EV11497,Mumbai,DC Fast,Bus,250.0,386.23947090173226,Active,2025-04-17,2025,4,17,107
EV11498,Mumbai,Fast,Bike,84.03,300.5967069207234,Inactive,2025-01-08,2025,1,8,8
EV11499,Trivandrum,DC Fast,Bike,20.92,38.29675769047597,Active,2025-08-24,2025,8,24,236
EV11500,Chennai,Fast,Car,115.38,254.2865676189571,Active,2025-06-27,2025,6,27,178
EV11501,Trivandrum,Super Fast,Bus,250.0,361.77409138613666,Active,2025-08-30,2025,8,30,242
EV11502,Bangalore,Level 2,Bus,222.78,437.096669408387,Active,2025-02-10,2025,2,10,41
EV11503,Bangalore,Fast,Bus,239.78,468.337515516325,Inactive,2025-12-23,2025,12,23,357
EV11504,Trivandrum,Super Fast,Bus,160.91,177.171470217952,Active,2025-09-02,2025,9,2,245
EV11505,Chennai,Fast,Car,44.77,85.19956563836755,Inactive,2025-04-23,2025,4,23,113
EV11506,Trivandrum,Fast,Bike,48.96,133.72444195109478,Active,2025-12-31,2025,12,31,365
EV11507,Mumbai,Super Fast,Car,250.0,392.5623161793074,Active,2025-09-13,2025,9,13,256
EV11508,Calicut,Fast,Bus,250.0,486.3124232203091,Active,2025-06-15,2025,6,15,166
EV11509,Mumbai,Fast,Bus,131.76,243.86893633298266,Inactive,2025-12-08,2025,12,8,342
EV11510,Hyderabad,Level 2,Bike,47.0,166.5695425029391,Active,2025-03-19,2025,3,19,78
EV11511,Chennai,Super Fast,Bus,194.59,226.01147934081655,Active,2025-07-26,2025,7,26,207
EV11512,Chennai,Super Fast,Car,99.95,166.31030942966356,Active,2025-11-07,2025,11,7,311
EV11513,Delhi,DC Fast,Car,80.65,143.11401113943407,Active,2025-07-15,2025,7,15,196
EV11514,Kochi,Fast,Bike,84.25,305.00036115544617,Active,2025-11-17,2025,11,17,321
EV11515,Hyderabad,Level 2,Car,19.38,27.553270579301312,Active,2025-03-05,2025,3,5,64
EV11516,Bangalore,Fast,Car,67.83,144.5850793591943,Active,2025-05-20,2025,5,20,140
EV11517,Chennai,Fast,Car,146.13,337.46339736559474,Active,2025-02-11,2025,2,11,42
EV11518,Trivandrum,DC Fast,Car,27.77,35.39009422726642,Active,2025-11-02,2025,11,2,306
EV11519,Hyderabad,Fast,Bus,58.68,59.936871924288795,Active,2025-07-28,2025,7,28,209
EV11520,Delhi,Level 2,Car,55.01,160.8301494971767,Inactive,2025-10-31,2025,10,31,304
EV11521,Bangalore,Level 2,Bike,88.3,441.34630333231274,Active,2025-03-14,2025,3,14,73
EV11522,Kochi,DC Fast,Bike,116.65,387.14535687934216,Inactive,2025-06-02,2025,6,2,153
EV11523,Kochi,Fast,Car,13.66,30.63518211979689,Active,2025-05-15,2025,5,15,135
EV11524,Delhi,Level 2,Bike,64.64,260.8221520104761,Inactive,2025-12-28,2025,12,28,362
EV11525,Delhi,Fast,Car,83.89,151.84999711396006,Active,2025-09-21,2025,9,21,264
EV11526,Trivandrum,Fast,Bike,89.18,331.3499163497902,Active,2025-08-04,2025,8,4,216
EV11527,Chennai,Fast,Bike,79.21,366.34586364486137,Inactive,2025-07-28,2025,7,28,209
EV11528,Kochi,DC Fast,Car,179.71,434.1740370220556,Inactive,2025-07-23,2025,7,23,204
EV11529,Bangalore,Fast,Car,114.83,248.19979380992686,Inactive,2025-04-20,2025,4,20,110
EV11530,Hyderabad,Level 2,Bus,189.98,497.33604250188057,Inactive,2025-01-31,2025,1,31,31
EV11531,Bangalore,Fast,Car,208.73,490.3933314978125,Active,2025-01-12,2025,1,12,12
EV11532,Calicut,Level 2,Car,139.61,443.4400277460959,Active,2025-05-07,2025,5,7,127
EV11533,Calicut,Fast,Bus,165.63,295.937357675874,Active,2025-11-09,2025,11,9,313
EV11534,Delhi,Level 2,Car,75.63,211.04309000183122,Inactive,2025-07-13,2025,7,13,194
EV11535,Trivandrum,Level 2,Car,78.18,194.9054288670968,Active,2025-05-20,2025,5,20,140
EV11536,Calicut,Fast,Bus,30.6,25.819880042117518,Inactive,2025-01-27,2025,1,27,27
EV11537,Kochi,Fast,Car,70.18,139.60375867633593,Active,2025-02-15,2025,2,15,46
EV11538,Bangalore,Level 2,Car,130.27,365.027952775599,Active,2025-05-15,2025,5,15,135
EV11539,Bangalore,Super Fast,Bus,250.0,309.7434079486719,Active,2025-11-13,2025,11,13,317
EV11540,Delhi,DC Fast,Bus,250.0,459.8826508004161,Active,2025-02-27,2025,2,27,58
EV11541,Chennai,Super Fast,Bike,32.99,44.01068811994777,Inactive,2025-01-13,2025,1,13,13
EV11542,Chennai,Super Fast,Car,66.39,94.5327695251187,Active,2025-04-10,2025,4,10,100
EV11543,Hyderabad,Fast,Bike,115.92,398.8370188890225,Inactive,2025-02-18,2025,2,18,49
EV11544,Delhi,DC Fast,Bike,65.59,192.08366297376023,Inactive,2025-10-18,2025,10,18,291
EV11545,Mumbai,Super Fast,Bus,72.71,76.8057601845814,Active,2025-04-04,2025,4,4,94
EV11546,Hyderabad,Fast,Car,150.96,498.2962424480428,Inactive,2025-04-05,2025,4,5,95
EV11547,Mumbai,Super Fast,Car,250.0,397.8801452812942,Active,2025-05-25,2025,5,25,145
EV11548,Chennai,Super Fast,Bus,192.75,216.19569764389882,Active,2025-03-13,2025,3,13,72
EV11549,Delhi,Fast,Bike,131.8,415.20678893414737,Active,2025-01-10,2025,1,10,10
EV11550,Mumbai,Fast,Bus,229.62,346.6898576571936,Active,2025-06-11,2025,6,11,162
EV11551,Delhi,Fast,Car,179.71,399.18788459352,Active,2025-08-02,2025,8,2,214
EV11552,Delhi,DC Fast,Bus,250.0,411.2990612315119,Inactive,2025-01-04,2025,1,4,4
EV11553,Chennai,Super Fast,Car,50.87,60.6697679793526,Active,2025-08-12,2025,8,12,224
EV11554,Hyderabad,Fast,Bike,91.79,319.0269860902859,Active,2025-01-29,2025,1,29,29
EV11555,Hyderabad,Level 2,Car,32.52,23.257065428877244,Active,2025-10-29,2025,10,29,302
EV11556,Delhi,Super Fast,Bike,27.14,40.8589982245619,Active,2025-07-22,2025,7,22,203
EV11557,Calicut,Level 2,Bike,78.62,453.9104043468036,Inactive,2025-03-18,2025,3,18,77
EV11558,Trivandrum,DC Fast,Car,131.02,273.2305862512667,Inactive,2025-02-28,2025,2,28,59
EV11559,Chennai,Fast,Car,174.32,373.23295321689193,Active,2025-07-15,2025,7,15,196
EV11560,Trivandrum,Level 2,Bike,61.45,422.48047541271006,Inactive,2025-11-18,2025,11,18,322
EV11561,Trivandrum,DC Fast,Bus,250.0,475.80164843100084,Active,2025-04-17,2025,4,17,107
EV11562,Hyderabad,Fast,Car,190.68,437.289367002942,Active,2025-12-08,2025,12,8,342
EV11563,Hyderabad,Level 2,Bike,73.88,251.98949537470108,Active,2025-01-09,2025,1,9,9
EV11564,Calicut,Level 2,Bike,48.8,181.2657475426455,Active,2025-01-20,2025,1,20,20
EV11565,Trivandrum,DC Fast,Bus,80.07,94.15675337889832,Inactive,2025-05-29,2025,5,29,149
EV11566,Trivandrum,Fast,Car,92.61,212.15431159389436,Active,2025-01-17,2025,1,17,17
EV11567,Delhi,Fast,Bike,69.95,195.91691799735844,Active,2025-01-12,2025,1,12,12
EV11568,Hyderabad,Level 2,Bus,147.84,288.5959241388192,Active,2025-03-23,2025,3,23,82
EV11569,Trivandrum,Level 2,Bike,86.64,339.44451620346246,Active,2025-03-08,2025,3,8,67
EV11570,Bangalore,Level 2,Car,171.21,489.5962286936228,Active,2025-05-13,2025,5,13,133
EV11571,Calicut,Fast,Bus,209.87,369.6253693283516,Active,2025-02-22,2025,2,22,53
EV11572,Mumbai,DC Fast,Bike,105.06,328.99929557260316,Inactive,2025-07-25,2025,7,25,206
EV11573,Bangalore,DC Fast,Bus,112.41,180.84436844880443,Inactive,2025-08-21,2025,8,21,233
EV11574,Bangalore,Fast,Car,32.96,36.561860719196474,Active,2025-02-23,2025,2,23,54
EV11575,Mumbai,Super Fast,Bus,121.8,158.30006185025206,Inactive,2025-03-09,2025,3,9,68
EV11576,Chennai,DC Fast,Car,191.16,388.8549922206165,Active,2025-10-18,2025,10,18,291
EV11577,Chennai,Level 2,Bike,38.77,118.53053158582483,Active,2025-12-10,2025,12,10,344
EV11578,Calicut,Super Fast,Car,170.39,361.85033296357494,Active,2025-06-18,2025,6,18,169
EV11579,Bangalore,Super Fast,Bike,117.12,298.2943244333196,Active,2025-06-10,2025,6,10,161
EV11580,Trivandrum,DC Fast,Bike,35.43,102.49129748022314,Inactive,2025-01-15,2025,1,15,15
EV11581,Hyderabad,Super Fast,Car,90.02,145.57990702007837,Active,2025-07-10,2025,7,10,191
EV11582,Calicut,Super Fast,Bike,78.46,258.22572967350874,Inactive,2025-01-15,2025,1,15,15
EV11583,Delhi,DC Fast,Bus,176.87,220.81985845176678,Active,2025-10-14,2025,10,14,287
EV11584,Mumbai,DC Fast,Bike,139.81,393.7106468224446,Active,2025-12-29,2025,12,29,363
EV11585,Bangalore,Super Fast,Car,178.36,372.51422842075857,Inactive,2025-01-10,2025,1,10,10
EV11586,Calicut,Level 2,Bus,129.24,295.7957616670482,Active,2025-02-26,2025,2,26,57
EV11587,Kochi,Fast,Bus,250.0,414.6918615070041,Active,2025-07-18,2025,7,18,199
EV11588,Kochi,Super Fast,Bike,110.27,290.0813795284681,Active,2025-06-10,2025,6,10,161
EV11589,Chennai,Super Fast,Bike,166.56,482.9068431954849,Active,2025-09-20,2025,9,20,263
EV11590,Mumbai,Level 2,Car,60.71,124.26756759251909,Inactive,2025-09-10,2025,9,10,253
EV11591,Hyderabad,Super Fast,Bus,250.0,362.7833569290333,Active,2025-04-29,2025,4,29,119
EV11592,Trivandrum,Super Fast,Car,126.44,197.57318338614462,Active,2025-03-21,2025,3,21,80
EV11593,Hyderabad,Fast,Bike,42.19,153.90377332169305,Inactive,2025-05-04,2025,5,4,124
EV11594,Hyderabad,Fast,Bus,89.82,106.58598846450218,Active,2025-11-09,2025,11,9,313
EV11595,Hyderabad,Fast,Car,125.18,285.20166860554104,Active,2025-03-13,2025,3,13,72
EV11596,Mumbai,DC Fast,Car,91.98,123.42532771962141,Active,2025-06-17,2025,6,17,168
EV11597,Hyderabad,DC Fast,Car,71.74,116.16840869523485,Active,2025-10-11,2025,10,11,284
EV11598,Delhi,Fast,Car,217.18,495.4553144402326,Active,2025-02-05,2025,2,5,36
EV11599,Mumbai,Fast,Car,191.39,404.8387600859652,Active,2025-11-08,2025,11,8,312
EV11600,Delhi,DC Fast,Bus,250.0,379.1728737221002,Inactive,2025-06-24,2025,6,24,175
EV11601,Mumbai,Level 2,Car,163.2,401.14910042372236,Active,2025-07-18,2025,7,18,199
EV11602,Chennai,Super Fast,Bus,250.0,485.0829793849964,Active,2025-04-26,2025,4,26,116
EV11603,Calicut,Super Fast,Car,154.13,295.17281060153766,Active,2025-11-11,2025,11,11,315
EV11604,Kochi,Fast,Bike,39.84,125.71706115337307,Active,2025-08-08,2025,8,8,220
EV11605,Hyderabad,Level 2,Bike,68.28,433.86062756155474,Inactive,2025-03-07,2025,3,7,66
EV11606,Chennai,DC Fast,Car,182.74,376.51075013796327,Active,2025-09-22,2025,9,22,265
EV11607,Calicut,Fast,Bike,65.55,218.8679899204031,Active,2025-05-14,2025,5,14,134
EV11608,Kochi,Level 2,Bus,125.82,247.31335931583027,Active,2025-04-29,2025,4,29,119
EV11609,Bangalore,Level 2,Car,76.69,217.40115126985717,Active,2025-05-02,2025,5,2,122
EV11610,Trivandrum,Level 2,Bus,219.11,466.372236909922,Active,2025-11-17,2025,11,17,321
EV11611,Delhi,DC Fast,Car,102.41,184.89517351918118,Active,2025-03-28,2025,3,28,87
EV11612,Bangalore,DC Fast,Bike,150.25,482.47245375496277,Active,2025-10-16,2025,10,16,289
EV11613,Mumbai,Super Fast,Bus,250.0,456.93045020189595,Active,2025-05-17,2025,5,17,137
EV11614,Kochi,Super Fast,Bike,125.51,322.6501482791232,Active,2025-02-22,2025,2,22,53
EV11615,Bangalore,Level 2,Bike,85.47,298.3144510880358,Active,2025-07-24,2025,7,24,205
EV11616,Trivandrum,Level 2,Car,68.64,197.64285443358602,Active,2025-12-14,2025,12,14,348
EV11617,Chennai,DC Fast,Bus,29.2,28.802426725111943,Inactive,2025-02-20,2025,2,20,51
EV11618,Kochi,Super Fast,Bike,48.87,81.25912939412157,Active,2025-11-23,2025,11,23,327
EV11619,Bangalore,Level 2,Car,123.68,382.03103520778336,Inactive,2025-02-09,2025,2,9,40
EV11620,Delhi,Super Fast,Car,171.72,246.33926076231933,Active,2025-09-07,2025,9,7,250
EV11621,Delhi,Super Fast,Car,58.36,91.92230441022468,Inactive,2025-08-06,2025,8,6,218
EV11622,Calicut,Level 2,Bike,40.48,146.70120998329807,Active,2025-06-28,2025,6,28,179
EV11623,Bangalore,DC Fast,Car,233.57,474.9617119265599,Active,2025-02-08,2025,2,8,39
EV11624,Hyderabad,Level 2,Bus,101.82,196.22376094892724,Active,2025-07-02,2025,7,2,183
EV11625,Bangalore,Level 2,Bus,221.73,455.6873337051937,Active,2025-08-12,2025,8,12,224
EV11626,Chennai,Super Fast,Bike,61.98,166.22519950091683,Active,2025-06-13,2025,6,13,164
EV11627,Kochi,Level 2,Bus,126.18,280.7456452962372,Active,2025-08-22,2025,8,22,234
EV11628,Kochi,DC Fast,Car,34.31,29.829000013854987,Active,2025-07-12,2025,7,12,193
EV11629,Chennai,Level 2,Bike,53.85,270.50005297931693,Active,2025-03-26,2025,3,26,85
EV11630,Bangalore,DC Fast,Car,176.98,325.73216509310254,Active,2025-08-31,2025,8,31,243
EV11631,Chennai,DC Fast,Bike,64.22,132.4664476818454,Active,2025-06-22,2025,6,22,173
EV11632,Trivandrum,Super Fast,Bike,116.52,297.88984457857134,Active,2025-02-06,2025,2,6,37
EV11633,Mumbai,Fast,Car,152.58,330.640530584473,Active,2025-03-28,2025,3,28,87
EV11634,Chennai,Fast,Bus,227.66,349.7053176232431,Active,2025-05-09,2025,5,9,129
EV11635,Delhi,Super Fast,Bus,250.0,392.6735945706095,Active,2025-07-13,2025,7,13,194
EV11636,Chennai,Level 2,Bike,51.36,169.44283660611993,Active,2025-11-15,2025,11,15,319
EV11637,Kochi,Super Fast,Car,164.53,292.53293908730154,Active,2025-02-12,2025,2,12,43
EV11638,Delhi,DC Fast,Car,204.83,491.15793428700533,Inactive,2025-12-22,2025,12,22,356
EV11639,Kochi,Fast,Bike,111.48,451.10920191927545,Active,2025-06-08,2025,6,8,159
EV11640,Calicut,Super Fast,Bus,250.0,477.2794054872159,Inactive,2025-04-15,2025,4,15,105
EV11641,Hyderabad,Level 2,Car,94.09,205.34547129371427,Active,2025-08-17,2025,8,17,229
EV11642,Kochi,Super Fast,Bus,250.0,397.72549083039763,Inactive,2025-08-05,2025,8,5,217
EV11643,Delhi,Fast,Bus,172.01,317.55101684496697,Inactive,2025-09-21,2025,9,21,264
EV11644,Calicut,Super Fast,Bike,31.5,59.71283986987572,Active,2025-02-18,2025,2,18,49
EV11645,Kochi,Super Fast,Bike,138.71,415.5105867953914,Active,2025-12-18,2025,12,18,352
EV11646,Trivandrum,Fast,Bus,200.12,345.00861265153503,Active,2025-05-03,2025,5,3,123
EV11647,Chennai,DC Fast,Car,75.82,115.48033256732806,Active,2025-10-30,2025,10,30,303
EV11648,Hyderabad,DC Fast,Car,31.39,58.274507566141445,Inactive,2025-01-25,2025,1,25,25
EV11649,Kochi,Fast,Bike,86.47,421.7706227111987,Inactive,2025-05-11,2025,5,11,131
EV11650,Calicut,Super Fast,Bus,51.84,57.872878155776505,Inactive,2025-08-12,2025,8,12,224
EV11651,Trivandrum,Fast,Car,28.26,63.84985537588959,Inactive,2025-04-09,2025,4,9,99
EV11652,Bangalore,DC Fast,Car,98.54,225.15597819407134,Inactive,2025-12-18,2025,12,18,352
EV11653,Calicut,Level 2,Bike,23.67,84.702957641349,Active,2025-10-17,2025,10,17,290
EV11654,Chennai,Super Fast,Bus,250.0,458.5614067725053,Active,2025-07-16,2025,7,16,197
EV11655,Calicut,DC Fast,Car,129.45,245.73628940635362,Active,2025-04-19,2025,4,19,109
EV11656,Trivandrum,Super Fast,Bike,104.19,293.1924707141943,Active,2025-12-14,2025,12,14,348
EV11657,Calicut,Fast,Car,196.88,465.490922949482,Active,2025-08-08,2025,8,8,220
EV11658,Trivandrum,Level 2,Car,88.19,274.52634830640733,Active,2025-09-21,2025,9,21,264
EV11659,Kochi,Fast,Car,83.02,189.7237500595129,Active,2025-07-27,2025,7,27,208
EV11660,Mumbai,Level 2,Bike,98.77,402.63445079159925,Active,2025-11-15,2025,11,15,319
EV11661,Trivandrum,Super Fast,Bus,168.29,232.56809478810115,Inactive,2025-03-23,2025,3,23,82
EV11662,Trivandrum,Super Fast,Bike,70.81,172.86532428910658,Active,2025-01-25,2025,1,25,25
EV11663,Hyderabad,Fast,Bus,240.78,367.1501401306566,Active,2025-07-05,2025,7,5,186
EV11664,Trivandrum,Level 2,Car,118.84,404.77072477426066,Inactive,2025-01-08,2025,1,8,8
EV11665,Trivandrum,Level 2,Bus,185.32,400.0237604404503,Active,2025-05-04,2025,5,4,124
EV11666,Bangalore,Super Fast,Car,250.0,489.28371878177967,Active,2025-05-29,2025,5,29,149
EV11667,Mumbai,Fast,Car,179.32,397.6001354599821,Active,2025-04-08,2025,4,8,98
EV11668,Kochi,Level 2,Bike,73.03,389.5680492553694,Active,2025-08-04,2025,8,4,216
EV11669,Chennai,Super Fast,Car,196.32,431.5929217933857,Inactive,2025-04-11,2025,4,11,101
EV11670,Hyderabad,DC Fast,Bike,29.92,20.088893741812548,Active,2025-08-06,2025,8,6,218
EV11671,Bangalore,Fast,Bus,134.06,193.9670773701299,Active,2025-09-16,2025,9,16,259
EV11672,Delhi,DC Fast,Bus,250.0,374.0494860965226,Active,2025-12-22,2025,12,22,356
EV11673,Mumbai,Fast,Car,117.15,307.86512533293313,Inactive,2025-01-11,2025,1,11,11
EV11674,Kochi,Super Fast,Bike,46.54,105.23456126317647,Active,2025-02-28,2025,2,28,59
EV11675,Kochi,Level 2,Car,54.46,165.79188276250176,Inactive,2025-09-07,2025,9,7,250
EV11676,Delhi,Level 2,Bike,51.91,181.66045331941126,Active,2025-05-20,2025,5,20,140
EV11677,Chennai,Level 2,Bike,59.8,292.5574933627117,Inactive,2025-12-01,2025,12,1,335
EV11678,Trivandrum,Fast,Bike,90.38,419.1671822917167,Inactive,2025-02-07,2025,2,7,38
EV11679,Bangalore,Super Fast,Bus,250.0,467.59605429328633,Inactive,2025-05-02,2025,5,2,122
EV11680,Calicut,DC Fast,Bike,111.05,380.0443581697467,Active,2025-03-06,2025,3,6,65
EV11681,Hyderabad,Super Fast,Bus,250.0,424.6161872848687,Inactive,2025-05-26,2025,5,26,146
EV11682,Calicut,DC Fast,Bike,74.74,245.64606005672772,Active,2025-10-29,2025,10,29,302
EV11683,Delhi,Fast,Bus,100.93,207.09215341869796,Inactive,2025-05-05,2025,5,5,125
EV11684,Kochi,Fast,Bus,118.52,208.50009542922413,Active,2025-11-08,2025,11,8,312
EV11685,Chennai,DC Fast,Bus,243.4,315.69849360317943,Active,2025-07-10,2025,7,10,191
EV11686,Kochi,DC Fast,Car,61.4,79.63361866678832,Active,2025-09-20,2025,9,20,263
EV11687,Hyderabad,DC Fast,Bike,107.82,298.1572077393254,Active,2025-12-27,2025,12,27,361
EV11688,Kochi,Super Fast,Car,190.34,339.26377288818827,Active,2025-10-23,2025,10,23,296
EV11689,Kochi,DC Fast,Bike,86.27,230.67619529899463,Active,2025-07-01,2025,7,1,182
EV11690,Hyderabad,Fast,Bike,127.56,477.52024485016034,Active,2025-06-08,2025,6,8,159
EV11691,Bangalore,Fast,Car,118.94,311.9423707421961,Inactive,2025-12-19,2025,12,19,353
EV11692,Bangalore,Level 2,Bus,69.22,125.59974667358009,Active,2025-11-04,2025,11,4,308
EV11693,Hyderabad,DC Fast,Bike,87.9,250.0238035680878,Active,2025-10-14,2025,10,14,287
EV11694,Chennai,Super Fast,Bus,250.0,344.1941298249411,Inactive,2025-06-11,2025,6,11,162
EV11695,Delhi,Super Fast,Car,112.19,175.34197979862992,Active,2025-09-20,2025,9,20,263
EV11696,Mumbai,Super Fast,Bus,61.18,58.227971018731125,Active,2025-08-05,2025,8,5,217
EV11697,Kochi,Level 2,Bike,65.71,300.0491046612248,Active,2025-06-30,2025,6,30,181
EV11698,Chennai,Fast,Bike,124.53,474.9776809374464,Active,2025-04-01,2025,4,1,91
EV11699,Kochi,Super Fast,Bike,96.46,252.8345530703234,Active,2025-01-17,2025,1,17,17
EV11700,Mumbai,Fast,Car,214.23,454.93235871057817,Active,2025-05-05,2025,5,5,125
EV11701,Delhi,Level 2,Bike,77.98,420.8113224184131,Inactive,2025-09-17,2025,9,17,260
EV11702,Bangalore,DC Fast,Car,79.55,90.758136144312,Active,2025-12-21,2025,12,21,355
EV11703,Chennai,DC Fast,Bus,250.0,359.921562481074,Active,2025-08-02,2025,8,2,214
EV11704,Trivandrum,DC Fast,Bike,62.37,229.02345203454965,Inactive,2025-08-27,2025,8,27,239
EV11705,Trivandrum,Super Fast,Bike,62.62,140.1182361262097,Active,2025-06-29,2025,6,29,180
EV11706,Mumbai,DC Fast,Bike,128.22,349.73041072001746,Active,2025-06-21,2025,6,21,172
EV11707,Trivandrum,Super Fast,Bus,245.81,376.4771449550823,Inactive,2025-05-23,2025,5,23,143
EV11708,Bangalore,Level 2,Bike,22.24,106.35023299272262,Active,2025-11-13,2025,11,13,317
EV11709,Mumbai,Level 2,Car,149.16,458.93344738698005,Inactive,2025-09-01,2025,9,1,244
EV11710,Bangalore,Super Fast,Bus,250.0,380.55067709669163,Active,2025-08-20,2025,8,20,232
EV11711,Delhi,Fast,Bus,250.0,468.020239588145,Inactive,2025-06-21,2025,6,21,172
EV11712,Kochi,DC Fast,Bus,134.09,172.19514500657166,Active,2025-10-04,2025,10,4,277
EV11713,Delhi,DC Fast,Bus,250.0,470.88080755663367,Active,2025-03-18,2025,3,18,77
EV11714,Delhi,DC Fast,Bus,178.32,196.88847576242281,Active,2025-10-30,2025,10,30,303
EV11715,Bangalore,Super Fast,Car,40.67,45.905485485148034,Inactive,2025-11-27,2025,11,27,331
EV11716,Mumbai,Level 2,Bus,164.66,386.22530658033116,Inactive,2025-02-18,2025,2,18,49
EV11717,Mumbai,DC Fast,Bike,114.05,357.6839091624036,Active,2025-09-05,2025,9,5,248
EV11718,Trivandrum,Level 2,Bus,104.64,306.9972762863996,Inactive,2025-10-10,2025,10,10,283
EV11719,Calicut,DC Fast,Bus,170.77,255.1489973044035,Active,2025-10-14,2025,10,14,287
EV11720,Kochi,DC Fast,Bus,52.7,35.43932975486307,Active,2025-02-01,2025,2,1,32
EV11721,Bangalore,Super Fast,Bus,250.0,319.8066807296741,Active,2025-06-07,2025,6,7,158
