Station_ID,City,Charger_Type,Vehicle_Type,Energy_Consumed_kWh,Grid_Load_kW,Station_Status,Date
EV12544,Delhi,Fast,Bike,31.83,358.77,Active,2025-02-12
EV12545,Hyderabad,DC Fast,Car,82.62,171.81,Active,2025-08-26
EV12546,Hyderabad,Level 2,Bike,167.67,489.89,Active,2025-07-20
EV12547,Mumbai,Slow,Bike,20.7,55.72,Inactive,2025-09-23
EV12548,Delhi,DC Fast,Bike,93.07,93.67,Active,2025-06-03
EV12549,Mumbai,Level 2,Bike,118.95,357.82,Inactive,2025-12-28
EV12550,Delhi,Slow,Car,89.41,281.03,Inactive,2025-03-02
EV12551,Bengaluru,Fast,Bus,22.03,467.58,Active,2025-12-30
EV12552,Kochi,Level 2,Bus,29.25,205.85,Inactive,2025-02-25
EV12553,Kochi,Level 2,Bus,32.32,135.09,Active,2025-10-20
EV12554,Kochi,Slow,Bus,248.55,318.25,Inactive,2025-03-04
EV12555,Kochi,Fast,Bike,156.93,322.53,Active,2025-04-10
EV12556,Delhi,DC Fast,Bike,213.11,81.92,Inactive,2025-01-07
EV12557,Kochi,Fast,Bus,197.0,488.52,Inactive,2025-02-24
EV12558,Calicut,Fast,Car,166.06,183.48,Active,2025-05-18
EV12559,Bengaluru,Slow,Bike,187.31,469.55,Active,2025-07-17
EV12560,Mumbai,DC Fast,Bike,140.49,77.73,Inactive,2025-01-22
EV12561,Calicut,Slow,Bike,184.26,186.45,Inactive,2025-01-18
EV12562,Bengaluru,DC Fast,Bus,95.86,263.53,Active,2025-05-10
EV12563,Calicut,Slow,Car,67.44,434.5,Active,2025-06-29
EV12564,Hyderabad,Level 2,Car,167.22,352.86,Inactive,2025-06-28
EV12565,Mumbai,Slow,Bus,92.44,346.95,Inactive,2025-04-17
EV12566,Bengaluru,Fast,Bus,170.42,335.7,Inactive,2025-10-13
EV12567,Calicut,Level 2,Bus,209.34,132.02,Inactive,2025-08-31
EV12568,Kochi,Fast,Bus,59.14,231.75,Inactive,2025-03-25
EV12569,Calicut,Slow,Bus,227.74,26.49,Inactive,2025-08-03
EV12570,Delhi,DC Fast,Bike,175.19,383.34,Active,2025-01-15
EV12571,Chennai,Level 2,Bus,106.79,458.35,Inactive,2025-09-22
EV12572,Delhi,Level 2,Bike,81.05,124.63,Inactive,2025-02-25
EV12573,Bengaluru,Fast,Bus,132.33,261.14,Active,2025-04-25
EV12574,Bengaluru,Fast,Bike,160.45,167.27,Inactive,2025-02-13
EV12575,Kochi,Fast,Bus,121.68,168.84,Active,2025-09-04
EV12576,Hyderabad,DC Fast,Bus,122.4,304.84,Inactive,2025-10-09
EV12577,Delhi,DC Fast,Bike,229.07,84.77,Active,2025-08-12
EV12578,Hyderabad,DC Fast,Car,232.48,167.55,Active,2025-03-18
EV12579,Kochi,Level 2,Car,89.0,381.69,Inactive,2025-01-23
EV12580,Delhi,DC Fast,Bike,78.37,322.12,Inactive,2025-07-20
EV12581,Hyderabad,Slow,Car,174.07,156.88,Inactive,2025-12-20
EV12582,Mumbai,DC Fast,Bus,156.17,130.66,Active,2025-08-07
EV12583,Trivandrum,Level 2,Car,249.18,95.39,Active,2025-03-04
EV12584,Delhi,DC Fast,Bus,41.15,462.61,Inactive,2025-03-08
EV12585,Hyderabad,Fast,Bus,219.06,439.27,Active,2025-03-31
EV12586,Hyderabad,DC Fast,Car,108.56,255.24,Active,2025-08-30
EV12587,Trivandrum,Slow,Car,107.46,36.13,Inactive,2025-04-12
EV12588,Chennai,Fast,Bus,140.23,265.96,Inactive,2025-08-18
EV12589,Calicut,DC Fast,Bus,99.12,158.53,Active,2025-10-15
EV12590,Hyderabad,Slow,Bike,176.72,204.18,Inactive,2025-08-17
EV12591,Bengaluru,Fast,Bus,247.53,380.35,Inactive,2025-04-27
EV12592,Hyderabad,DC Fast,Car,170.89,423.89,Active,2025-07-15
EV12593,Kochi,Slow,Bike,205.7,169.27,Active,2025-10-24
EV12594,Calicut,Fast,Car,45.7,280.18,Inactive,2025-06-02
EV12595,Trivandrum,DC Fast,Bike,104.4,419.71,Active,2025-05-11
EV12596,Calicut,Fast,Bus,168.85,158.28,Inactive,2025-05-02
EV12597,Bengaluru,Level 2,Bike,32.49,447.18,Inactive,2025-12-15
EV12598,Chennai,Fast,Car,156.99,364.6,Active,2025-04-04
EV12599,Bengaluru,Fast,Bike,64.11,133.83,Active,2025-07-22
EV12600,Bengaluru,Level 2,Bus,13.59,496.84,Active,2025-09-16
EV12601,Chennai,Fast,Car,132.9,193.85,Active,2025-12-02
EV12602,Bengaluru,Fast,Car,54.93,437.24,Active,2025-03-23
EV12603,Chennai,Slow,Car,179.9,348.99,Inactive,2025-12-03
EV12604,Kochi,Level 2,Car,62.67,330.04,Active,2025-09-23
EV12605,Hyderabad,Level 2,Bike,127.43,145.25,Inactive,2025-04-22
EV12606,Hyderabad,Fast,Bus,29.63,391.1,Active,2025-12-25
EV12607,Calicut,DC Fast,Car,154.15,221.37,Inactive,2025-03-18
EV12608,Trivandrum,DC Fast,Bike,132.82,153.74,Inactive,2025-12-23
EV12609,Kochi,Fast,Car,248.39,432.52,Active,2025-05-10
EV12610,Trivandrum,Fast,Bus,60.31,476.94,Inactive,2025-02-16
EV12611,Hyderabad,Fast,Car,97.28,318.82,Inactive,2025-08-23
EV12612,Kochi,Slow,Bike,202.9,388.75,Active,2025-05-12
EV12613,Kochi,Level 2,Bike,105.09,131.28,Active,2025-01-01
EV12614,Kochi,DC Fast,Car,113.01,434.44,Active,2025-01-12
EV12615,Chennai,Level 2,Car,241.06,411.7,Inactive,2025-10-13
EV12616,Calicut,DC Fast,Bike,167.54,26.22,Active,2025-10-25
EV12617,Kochi,Fast,Bus,45.46,362.35,Inactive,2025-03-29
EV12618,Hyderabad,DC Fast,Bus,81.65,428.55,Active,2025-10-03
EV12619,Bengaluru,DC Fast,Bike,24.42,60.78,Active,2025-09-19
EV12620,Kochi,Fast,Bus,142.9,252.87,Inactive,2025-04-14
EV12621,Delhi,Level 2,Bike,62.4,204.11,Inactive,2025-05-29
EV12622,Chennai,Level 2,Bike,114.97,195.24,Active,2025-11-02
EV12623,Trivandrum,Fast,Bike,28.5,235.55,Active,2025-11-30
EV12624,Delhi,Fast,Car,145.77,342.69,Inactive,2025-09-07
EV12625,Delhi,DC Fast,Car,181.32,135.85,Active,2025-01-08
EV12626,Mumbai,Slow,Bus,198.89,231.49,Active,2025-01-21
EV12627,Chennai,Level 2,Bike,12.25,442.23,Inactive,2025-12-08
EV12628,Kochi,Level 2,Car,23.15,41.09,Active,2025-02-23
EV12629,Trivandrum,DC Fast,Bike,90.2,363.42,Active,2025-11-18
EV12630,Calicut,DC Fast,Bus,150.98,408.49,Inactive,2025-05-31
EV12631,Mumbai,Level 2,Bike,146.58,147.88,Active,2025-06-28
EV12632,Chennai,Slow,Bus,119.08,60.39,Active,2025-08-23
EV12633,Bengaluru,Level 2,Bike,89.67,222.83,Active,2025-10-17
EV12634,Calicut,Fast,Bus,102.82,117.31,Active,2025-08-24
EV12635,Hyderabad,Slow,Car,234.49,304.92,Inactive,2025-10-06
EV12636,Bengaluru,Level 2,Bike,41.19,107.79,Inactive,2025-12-19
EV12637,Chennai,Slow,Bike,36.25,140.13,Inactive,2025-08-18
EV12638,Calicut,DC Fast,Bus,191.54,254.2,Active,2025-07-26
EV12639,Calicut,Slow,Bus,59.68,357.94,Inactive,2025-05-16
EV12640,Calicut,Slow,Bus,166.66,248.0,Active,2025-12-12
EV12641,Bengaluru,DC Fast,Car,221.14,407.46,Inactive,2025-01-09
EV12642,Trivandrum,Level 2,Bike,87.16,104.57,Inactive,2025-06-24
EV12643,Kochi,DC Fast,Bike,205.23,168.51,Active,2025-04-30
EV12644,Delhi,Level 2,Car,104.1,42.26,Inactive,2025-11-07
EV12645,Delhi,Slow,Bike,26.99,137.27,Inactive,2025-02-05
EV12646,Hyderabad,Slow,Bike,112.07,73.34,Inactive,2025-10-24
EV12647,Delhi,Fast,Car,105.23,126.31,Active,2025-01-13
EV12648,Hyderabad,Fast,Bus,177.4,117.6,Active,2025-09-21
EV12649,Trivandrum,DC Fast,Car,213.42,203.99,Inactive,2025-06-12
EV12650,Kochi,Fast,Bike,224.45,71.77,Inactive,2025-07-09
EV12651,Delhi,DC Fast,Bus,99.3,439.19,Active,2025-11-27
EV12652,Hyderabad,Slow,Car,166.86,43.29,Active,2025-07-26
EV12653,Bengaluru,Slow,Bike,238.34,434.21,Inactive,2025-02-20
EV12654,Hyderabad,Fast,Bike,139.05,221.59,Inactive,2025-03-14
EV12655,Trivandrum,Level 2,Bus,202.07,182.41,Active,2025-12-28
EV12656,Hyderabad,DC Fast,Car,17.82,433.52,Inactive,2025-06-14
EV12657,Delhi,Level 2,Bus,89.47,399.21,Active,2025-12-16
EV12658,Hyderabad,Slow,Bike,214.24,48.75,Active,2025-01-26
EV12659,Bengaluru,Level 2,Car,127.52,421.15,Inactive,2025-06-07
EV12660,Calicut,Level 2,Car,179.68,431.2,Active,2025-06-21
EV12661,Delhi,Slow,Car,121.75,239.76,Inactive,2025-03-18
EV12662,Hyderabad,Fast,Bike,15.62,243.35,Active,2025-05-12
EV12663,Trivandrum,Level 2,Bike,124.71,162.74,Inactive,2025-03-26
EV12664,Delhi,Fast,Car,37.72,376.68,Inactive,2025-01-24
EV12665,Delhi,Fast,Car,228.5,361.78,Inactive,2025-03-17
EV12666,Calicut,DC Fast,Car,159.47,341.24,Active,2025-10-25
EV12667,Chennai,DC Fast,Bike,220.41,278.58,Inactive,2025-01-09
EV12668,Mumbai,Level 2,Bus,146.12,376.21,Active,2025-03-22
EV12669,Delhi,Level 2,Bike,216.65,345.68,Active,2025-05-15
EV12670,Trivandrum,Slow,Car,54.05,151.5,Active,2025-06-14
EV12671,Hyderabad,Fast,Bike,103.24,104.47,Inactive,2025-07-24
EV12672,Trivandrum,Fast,Bus,110.04,94.86,Active,2025-10-16
EV12673,Bengaluru,Level 2,Bike,113.92,494.12,Active,2025-07-03
EV12674,Mumbai,Fast,Bus,245.03,304.48,Active,2025-04-29
EV12675,Hyderabad,DC Fast,Bus,23.68,389.26,Active,2025-12-24
EV12676,Trivandrum,DC Fast,Car,120.24,409.55,Active,2025-04-23
EV12677,Kochi,Fast,Car,59.13,203.18,Inactive,2025-07-04
EV12678,Bengaluru,Level 2,Car,220.51,162.55,Active,2025-08-27
EV12679,Kochi,Fast,Bus,242.38,394.58,Inactive,2025-10-03
EV12680,Bengaluru,Fast,Bike,53.17,238.46,Inactive,2025-08-17
EV12681,Delhi,DC Fast,Bus,33.15,135.76,Active,2025-08-20
EV12682,Chennai,Slow,Bus,138.71,112.56,Inactive,2025-01-05
EV12683,Kochi,Slow,Car,148.53,467.67,Inactive,2025-09-27
EV12684,Delhi,Fast,Car,241.08,381.3,Active,2025-06-28
EV12685,Chennai,DC Fast,Car,14.81,212.92,Active,2025-03-30
EV12686,Delhi,Slow,Bus,41.88,53.36,Active,2025-10-08
EV12687,Bengaluru,Slow,Car,71.12,248.32,Inactive,2025-10-25
EV12688,Calicut,Slow,Bus,123.26,45.63,Inactive,2025-10-31
EV12689,Trivandrum,Slow,Bus,249.88,340.94,Inactive,2025-04-18
EV12690,Mumbai,Slow,Car,118.68,231.85,Inactive,2025-03-19
EV12691,Bengaluru,Fast,Bus,183.5,113.32,Inactive,2025-09-06
EV12692,Calicut,Level 2,Bike,49.05,64.56,Inactive,2025-04-25
EV12693,Kochi,Slow,Car,128.58,244.25,Active,2025-05-11
EV12694,Hyderabad,Slow,Bike,79.88,67.33,Active,2025-01-07
EV12695,Hyderabad,Slow,Bike,69.77,186.84,Inactive,2025-06-28
EV12696,Hyderabad,Slow,Bike,37.14,122.91,Inactive,2025-10-11
EV12697,Chennai,Slow,Bike,215.22,278.2,Active,2025-12-11
EV12698,Bengaluru,DC Fast,Bike,210.82,116.24,Active,2025-09-26
EV12699,Delhi,DC Fast,Bus,62.8,478.81,Inactive,2025-05-18
EV12700,Hyderabad,Fast,Car,167.1,190.64,Inactive,2025-12-23
EV12701,Mumbai,Fast,Bike,23.68,36.86,Inactive,2025-10-15
EV12702,Chennai,Slow,Car,145.54,322.55,Active,2025-10-31
EV12703,Chennai,Slow,Car,27.99,376.01,Inactive,2025-09-22
EV12704,Mumbai,Fast,Bus,98.67,282.15,Active,2025-05-28
EV12705,Calicut,Fast,Car,243.86,111.56,Inactive,2025-01-29
EV12706,Kochi,Fast,Bus,138.39,23.18,Active,2025-01-05
EV12707,Bengaluru,Fast,Bike,123.42,366.21,Active,2025-01-13
EV12708,Kochi,Level 2,Bus,137.95,390.76,Active,2025-04-15
EV12709,Calicut,Slow,Bike,15.17,214.1,Inactive,2025-02-16
EV12710,Calicut,Slow,Bike,36.69,126.05,Active,2025-12-24
EV12711,Hyderabad,DC Fast,Bus,145.21,449.18,Inactive,2025-10-15
EV12712,Mumbai,Level 2,Bus,151.53,360.31,Inactive,2025-07-22
EV12713,Delhi,Level 2,Car,157.82,221.76,Active,2025-10-15
EV12714,Chennai,DC Fast,Bus,49.89,119.66,Active,2025-04-22
EV12715,Mumbai,Level 2,Bike,33.42,404.8,Inactive,2025-08-16
EV12716,Hyderabad,Fast,Bike,15.46,258.57,Active,2025-01-16
EV12717,Delhi,Level 2,Car,98.34,235.03,Inactive,2025-01-28
EV12718,Bengaluru,Slow,Bus,188.58,319.28,Active,2025-03-29
EV12719,Delhi,Level 2,Bike,142.26,200.61,Inactive,2025-12-01
EV12720,Trivandrum,Slow,Bus,45.55,158.07,Active,2025-12-30
EV12721,Hyderabad,Level 2,Car,162.27,408.94,Inactive,2025-08-26
EV12722,Hyderabad,DC Fast,Bike,109.59,114.3,Active,2025-03-14
EV12723,Bengaluru,Slow,Car,246.84,469.24,Active,2025-04-23
EV12724,Chennai,Fast,Bus,121.44,22.76,Active,2025-03-16
EV12725,Bengaluru,Slow,Car,55.86,352.36,Inactive,2025-08-08
EV12726,Bengaluru,Fast,Car,120.8,229.16,Active,2025-04-29
EV12727,Calicut,Fast,Bike,237.99,246.91,Inactive,2025-10-24
EV12728,Hyderabad,Level 2,Bike,211.43,174.58,Active,2025-05-04
EV12729,Delhi,Level 2,Bus,93.83,475.71,Inactive,2025-05-13
EV12730,Mumbai,DC Fast,Bus,104.37,159.81,Inactive,2025-12-24
EV12731,Calicut,Level 2,Car,225.55,408.19,Inactive,2025-02-28
EV12732,Calicut,Fast,Car,159.86,426.52,Active,2025-12-27
EV12733,Trivandrum,Slow,Bike,10.99,467.88,Inactive,2025-11-06
EV12734,Mumbai,Fast,Bus,220.04,282.96,Active,2025-07-18
EV12735,Mumbai,DC Fast,Car,109.67,458.4,Active,2025-04-22
EV12736,Kochi,Fast,Car,139.56,468.28,Active,2025-09-22
EV12737,Hyderabad,Fast,Bus,227.07,314.35,Inactive,2025-03-01
EV12738,Bengaluru,Level 2,Car,91.0,344.61,Inactive,2025-09-23
EV12739,Trivandrum,Slow,Bike,104.12,485.05,Inactive,2025-12-29
EV12740,Calicut,Fast,Bike,70.2,392.68,Active,2025-06-22
EV12741,Calicut,Slow,Car,79.49,473.26,Active,2025-11-28
EV12742,Kochi,Slow,Bus,146.57,35.21,Inactive,2025-11-23
EV12743,Trivandrum,Level 2,Bike,233.16,356.28,Inactive,2025-12-13
EV12744,Delhi,Slow,Bus,98.55,224.37,Active,2025-07-27
EV12745,Calicut,Slow,Bus,130.13,232.89,Inactive,2025-02-02
EV12746,Calicut,Fast,Bus,59.25,28.78,Active,2025-12-13
EV12747,Kochi,Level 2,Car,27.91,136.07,Inactive,2025-09-03
EV12748,Kochi,Slow,Bus,45.91,407.75,Active,2025-08-31
EV12749,Mumbai,Fast,Bus,24.03,350.93,Inactive,2025-05-10
EV12750,Delhi,Fast,Car,95.74,178.81,Inactive,2025-03-21
EV12751,Bengaluru,DC Fast,Bus,199.99,87.12,Active,2025-10-09
EV12752,Delhi,DC Fast,Bike,83.25,342.42,Inactive,2025-08-21
EV12753,Bengaluru,DC Fast,Bus,31.15,449.53,Active,2025-08-01
EV12754,Delhi,Fast,Car,59.26,402.2,Inactive,2025-04-16
EV12755,Trivandrum,Level 2,Car,47.68,266.07,Active,2025-07-02
EV12756,Calicut,Level 2,Car,141.03,115.11,Inactive,2025-08-18
EV12757,Kochi,DC Fast,Bike,162.69,487.81,Active,2025-11-11
EV12758,Bengaluru,DC Fast,Car,16.76,394.08,Inactive,2025-11-25
EV12759,Delhi,Level 2,Car,123.98,291.52,Active,2025-10-19
EV12760,Calicut,DC Fast,Car,219.71,411.13,Active,2025-10-11
EV12761,Mumbai,Level 2,Bike,136.6,324.11,Active,2025-01-13
EV12762,Trivandrum,Slow,Car,243.08,337.77,Inactive,2025-05-18
EV12763,Chennai,DC Fast,Bike,15.37,182.75,Inactive,2025-02-09
EV12764,Hyderabad,Slow,Car,61.13,171.75,Active,2025-04-20
EV12765,Kochi,Level 2,Bike,35.07,287.8,Inactive,2025-01-03
EV12766,Bengaluru,Level 2,Car,117.91,213.88,Active,2025-05-11
EV12767,Kochi,Fast,Bike,15.72,358.69,Active,2025-01-05
EV12768,Kochi,DC Fast,Bus,68.16,325.95,Inactive,2025-11-24
EV12769,Mumbai,Level 2,Bus,30.02,467.25,Active,2025-07-29
EV12770,Trivandrum,Level 2,Bus,236.46,236.18,Active,2025-04-20
EV12771,Bengaluru,Slow,Bike,153.74,485.06,Active,2025-04-06
EV12772,Mumbai,Level 2,Bike,127.12,113.64,Inactive,2025-12-23
EV12773,Trivandrum,Fast,Car,131.37,478.67,Inactive,2025-01-26
EV12774,Calicut,Slow,Bike,146.99,184.78,Inactive,2025-09-06
EV12775,Trivandrum,DC Fast,Bike,41.75,21.28,Active,2025-01-13
EV12776,Kochi,DC Fast,Car,83.28,111.08,Inactive,2025-02-13
EV12777,Delhi,DC Fast,Car,107.3,245.62,Inactive,2025-11-21
EV12778,Trivandrum,Fast,Bus,64.33,495.5,Inactive,2025-09-18
EV12779,Chennai,Level 2,Bike,59.16,68.39,Inactive,2025-02-12
EV12780,Delhi,Fast,Car,229.33,128.52,Inactive,2025-01-11
EV12781,Hyderabad,Slow,Bus,115.19,49.49,Active,2025-08-11
EV12782,Chennai,Slow,Bike,160.49,457.56,Active,2025-03-17
EV12783,Mumbai,Level 2,Car,116.67,129.66,Active,2025-05-03
EV12784,Trivandrum,Level 2,Car,227.14,229.42,Inactive,2025-10-19
EV12785,Hyderabad,DC Fast,Bus,191.18,230.19,Inactive,2025-12-02
EV12786,Bengaluru,Slow,Car,84.3,288.14,Inactive,2025-01-01
EV12787,Mumbai,Slow,Bus,145.34,298.4,Inactive,2025-12-07
EV12788,Chennai,DC Fast,Bike,237.24,412.76,Active,2025-04-17
EV12789,Chennai,Fast,Bike,203.93,135.86,Inactive,2025-10-09
EV12790,Kochi,Fast,Bike,55.4,89.67,Inactive,2025-07-04
EV12791,Bengaluru,DC Fast,Bike,177.89,493.36,Active,2025-07-13
EV12792,Trivandrum,DC Fast,Bike,228.3,364.24,Inactive,2025-08-20
EV12793,Kochi,Level 2,Car,147.56,228.65,Active,2025-01-23
EV12794,Hyderabad,DC Fast,Car,75.8,301.18,Active,2025-03-12
EV12795,Kochi,Slow,Bus,97.61,467.31,Inactive,2025-10-17
EV12796,Bengaluru,DC Fast,Bike,20.85,189.26,Active,2025-10-22
EV12797,Kochi,Fast,Bus,104.88,76.06,Active,2025-03-09
EV12798,Trivandrum,Fast,Bus,14.71,211.5,Inactive,2025-10-22
EV12799,Calicut,DC Fast,Bike,208.59,205.87,Active,2025-02-12
EV12800,Chennai,DC Fast,Bike,108.28,399.45,Active,2025-08-13
EV12801,Calicut,Fast,Bus,227.63,375.41,Active,2025-04-17
EV12802,Hyderabad,Fast,Car,249.99,483.59,Inactive,2025-08-10
EV12803,Delhi,DC Fast,Bus,118.28,293.84,Inactive,2025-01-23
EV12804,Bengaluru,DC Fast,Bus,35.01,171.47,Inactive,2025-10-25
EV12805,Bengaluru,DC Fast,Car,102.09,374.94,Inactive,2025-12-06
EV12806,Hyderabad,DC Fast,Bus,90.91,87.65,Inactive,2025-04-14
EV12807,Delhi,Level 2,Bike,142.66,327.03,Active,2025-08-30
EV12808,Mumbai,Slow,Bike,85.83,20.65,Active,2025-02-18
EV12809,Delhi,Slow,Bike,188.38,30.76,Inactive,2025-09-03
EV12810,Chennai,Slow,Bike,243.03,440.63,Active,2025-11-14
EV12811,Chennai,DC Fast,Bus,167.78,459.67,Inactive,2025-01-21
EV12812,Mumbai,Slow,Bus,105.86,50.02,Active,2025-03-05
EV12813,Kochi,Slow,Car,249.14,383.79,Active,2025-08-18
EV12814,Trivandrum,Fast,Bike,168.46,163.84,Inactive,2025-05-08
EV12815,Delhi,Slow,Bike,119.41,220.41,Active,2025-11-05
EV12816,Hyderabad,Fast,Bike,35.54,493.61,Inactive,2025-06-17
EV12817,Hyderabad,Fast,Car,110.46,77.04,Active,2025-11-09
EV12818,Trivandrum,Level 2,Car,214.37,458.05,Inactive,2025-10-22
EV12819,Mumbai,Level 2,Bike,15.71,421.91,Active,2025-04-20
EV12820,Chennai,DC Fast,Bike,209.29,92.42,Inactive,2025-01-02
EV12821,Bengaluru,Fast,Bike,28.87,101.99,Inactive,2025-06-21
EV12822,Mumbai,Fast,Car,143.83,100.53,Active,2025-12-08
EV12823,Chennai,Fast,Car,25.51,435.92,Active,2025-04-06
EV12824,Chennai,Slow,Bike,126.22,291.92,Inactive,2025-01-10
EV12825,Chennai,Fast,Car,142.67,148.91,Inactive,2025-07-09
EV12826,Delhi,Level 2,Car,155.05,340.13,Inactive,2025-10-04
EV12827,Trivandrum,Fast,Bus,174.29,165.09,Inactive,2025-07-05
EV12828,Chennai,Level 2,Bike,235.51,199.42,Inactive,2025-11-17
EV12829,Mumbai,Level 2,Bike,149.28,495.33,Inactive,2025-11-18
EV12830,Bengaluru,Fast,Bike,158.16,296.86,Active,2025-10-15
EV12831,Calicut,Fast,Bike,241.05,475.22,Inactive,2025-09-14
EV12832,Calicut,Fast,Bus,68.96,212.81,Inactive,2025-10-22
EV12833,Hyderabad,Slow,Bus,209.54,188.16,Inactive,2025-06-22
EV12834,Mumbai,Level 2,Bike,175.3,192.99,Active,2025-02-17
EV12835,Kochi,DC Fast,Bus,152.36,236.1,Active,2025-03-29
EV12836,Calicut,Fast,Bus,243.41,180.5,Inactive,2025-01-29
EV12837,Chennai,Level 2,Bike,191.19,168.49,Active,2025-10-27
EV12838,Bengaluru,DC Fast,Car,76.51,443.13,Active,2025-06-24
EV12839,Kochi,DC Fast,Car,155.58,147.63,Active,2025-12-05
EV12840,Kochi,DC Fast,Bike,243.81,397.56,Inactive,2025-05-10
EV12841,Bengaluru,Fast,Bus,88.42,227.73,Inactive,2025-10-09
EV12842,Hyderabad,Fast,Car,186.49,108.78,Active,2025-02-12
EV12843,Chennai,Slow,Car,94.96,191.19,Active,2025-04-07
EV12844,Hyderabad,Slow,Car,103.28,403.49,Active,2025-03-08
EV12845,Trivandrum,Slow,Bus,10.37,71.93,Active,2025-03-11
EV12846,Calicut,DC Fast,Bike,171.98,489.63,Inactive,2025-06-08
EV12847,Chennai,DC Fast,Bus,84.48,405.85,Inactive,2025-03-09
EV12848,Chennai,DC Fast,Bike,136.52,197.39,Inactive,2025-05-23
EV12849,Calicut,Fast,Bus,146.27,306.33,Inactive,2025-05-30
EV12850,Calicut,DC Fast,Bike,117.54,461.22,Active,2025-07-10
EV12851,Chennai,Level 2,Bike,162.83,307.92,Active,2025-09-28
EV12852,Trivandrum,Fast,Bike,236.63,148.86,Active,2025-04-27
EV12853,Bengaluru,DC Fast,Bike,77.25,279.21,Active,2025-06-10
EV12854,Kochi,DC Fast,Bike,72.18,180.98,Active,2025-06-07
EV12855,Hyderabad,Fast,Bus,47.22,116.59,Inactive,2025-04-03
EV12856,Bengaluru,Slow,Car,35.12,131.48,Inactive,2025-03-10
EV12857,Hyderabad,Slow,Bus,89.8,420.61,Inactive,2025-05-21
EV12858,Chennai,DC Fast,Bus,168.27,310.92,Active,2025-09-27
EV12859,Mumbai,Fast,Car,177.85,234.29,Inactive,2025-08-23
EV12860,Calicut,Fast,Bus,220.56,32.98,Inactive,2025-02-22
EV12861,Calicut,DC Fast,Bus,118.64,289.49,Active,2025-09-08
EV12862,Chennai,Slow,Bike,40.1,172.12,Inactive,2025-02-21
EV12863,Hyderabad,Level 2,Bus,45.65,128.8,Inactive,2025-01-13
EV12864,Hyderabad,Level 2,Bike,170.47,60.39,Inactive,2025-06-21
EV12865,Kochi,Slow,Bike,129.67,444.38,Active,2025-06-22
EV12866,Bengaluru,DC Fast,Bus,90.69,461.02,Active,2025-08-10
EV12867,Mumbai,DC Fast,Car,242.79,171.38,Inactive,2025-02-08
EV12868,Chennai,Slow,Car,168.92,420.63,Active,2025-06-07
EV12869,Calicut,Level 2,Car,49.93,73.13,Active,2025-10-08
EV12870,Kochi,Level 2,Car,39.89,405.28,Active,2025-06-27
EV12871,Calicut,Slow,Car,176.43,220.85,Active,2025-02-27
EV12872,Mumbai,Slow,Bike,132.98,337.41,Inactive,2025-12-29
EV12873,Kochi,Level 2,Bus,211.86,148.05,Inactive,2025-02-26
EV12874,Chennai,DC Fast,Car,89.64,74.5,Active,2025-12-14
EV12875,Delhi,Slow,Bus,197.88,495.03,Inactive,2025-08-29
EV12876,Chennai,Slow,Bus,151.04,223.63,Inactive,2025-01-31
EV12877,Mumbai,Slow,Bus,226.2,416.62,Inactive,2025-08-02
EV12878,Hyderabad,Level 2,Bike,76.48,459.53,Active,2025-03-22
EV12879,Calicut,DC Fast,Bike,112.08,22.52,Active,2025-07-21
EV12880,Chennai,Level 2,Bus,91.68,314.39,Inactive,2025-10-07
EV12881,Trivandrum,Level 2,Bus,73.93,277.41,Inactive,2025-04-26
EV12882,Kochi,Slow,Bus,191.94,450.84,Inactive,2025-01-17
EV12883,Mumbai,Fast,Bus,167.7,67.73,Active,2025-11-28
EV12884,Hyderabad,Slow,Bike,239.01,124.35,Inactive,2025-03-01
EV12885,Delhi,Fast,Car,78.18,207.58,Inactive,2025-08-05
EV12886,Trivandrum,DC Fast,Bus,131.72,97.86,Inactive,2025-12-21
EV12887,Chennai,Level 2,Car,243.58,197.6,Active,2025-03-09
EV12888,Trivandrum,Slow,Car,56.38,383.96,Active,2025-12-17
EV12889,Bengaluru,DC Fast,Bus,31.98,409.39,Inactive,2025-12-08
EV12890,Kochi,Slow,Bike,103.02,427.43,Active,2025-07-04
EV12891,Trivandrum,Level 2,Car,44.04,256.56,Inactive,2025-01-03
EV12892,Calicut,Fast,Bike,239.87,405.63,Active,2025-10-24
EV12893,Bengaluru,Slow,Bike,241.07,261.59,Active,2025-11-16
EV12894,Chennai,Fast,Bike,119.03,66.87,Active,2025-01-01
EV12895,Kochi,Fast,Bus,198.52,368.99,Active,2025-05-01
EV12896,Mumbai,DC Fast,Bus,39.53,85.3,Active,2025-01-30
EV12897,Trivandrum,Fast,Car,86.36,161.09,Inactive,2025-06-05
EV12898,Kochi,Fast,Bus,97.97,75.65,Active,2025-09-16
EV12899,Mumbai,Fast,Bike,210.68,242.05,Inactive,2025-09-24
EV12900,Bengaluru,Fast,Bike,205.7,256.35,Active,2025-11-06
EV12901,Delhi,DC Fast,Car,210.33,167.05,Inactive,2025-10-03
EV12902,Kochi,Fast,Bike,151.27,25.12,Inactive,2025-12-15
EV12903,Chennai,DC Fast,Bike,46.84,124.1,Active,2025-07-12
EV12904,Delhi,DC Fast,Bus,203.62,95.12,Inactive,2025-01-18
EV12905,Mumbai,DC Fast,Bike,73.7,225.2,Inactive,2025-10-05
EV12906,Delhi,Slow,Bike,72.32,370.08,Active,2025-09-08
EV12907,Kochi,Fast,Car,238.41,227.2,Inactive,2025-05-17
